t_in,v_in,t_out,v_out
0,-1,0,-0.04
2e-06,-1,2e-06,-0.04
4e-06,-0.96,4e-06,-0.02
6e-06,-0.96,6e-06,-0.02
8e-06,-1,8e-06,-0.04
1e-05,-0.96,1e-05,-0.04
1.2e-05,-1,1.2e-05,-0.04
1.4e-05,-0.96,1.4e-05,-0.04
1.6e-05,-0.96,1.6e-05,-0.04
1.8e-05,-0.96,1.8e-05,-0.04
2e-05,-0.96,2e-05,-0.02
2.2e-05,-0.96,2.2e-05,-0.04
2.4e-05,-1,2.4e-05,-0.02
2.6e-05,-0.96,2.6e-05,-0.04
2.8e-05,-0.96,2.8e-05,-0.02
3e-05,-0.96,3e-05,-0.04
3.2e-05,-0.96,3.2e-05,-0.02
3.4e-05,-0.96,3.4e-05,-0.02
3.6e-05,-1,3.6e-05,-0.04
3.8e-05,-0.96,3.8e-05,-0.04
4e-05,-0.96,4e-05,-0.04
4.2e-05,-0.96,4.2e-05,-0.04
4.4e-05,-0.96,4.4e-05,-0.04
4.6e-05,-0.96,4.6e-05,-0.04
4.8e-05,-0.96,4.8e-05,-0.02
5e-05,-1,5e-05,-0.04
5.2e-05,-1,5.2e-05,-0.04
5.4e-05,-1,5.4e-05,-0.06
5.6e-05,-1,5.6e-05,-0.04
5.8e-05,-0.96,5.8e-05,-0.02
6e-05,-1,6e-05,-0.02
6.2e-05,-1,6.2e-05,-0.06
6.4e-05,-0.96,6.4e-05,-0.04
6.6e-05,-1,6.6e-05,-0.04
6.8e-05,-0.96,6.8e-05,-0.04
7e-05,-0.96,7e-05,-0.02
7.2e-05,-0.96,7.2e-05,-0.04
7.4e-05,-0.96,7.4e-05,-0.02
7.6e-05,-1,7.6e-05,-0.04
7.8e-05,-0.96,7.8e-05,-0.02
8e-05,-1,8e-05,-0.04
8.2e-05,-0.96,8.2e-05,-0.02
8.4e-05,-0.96,8.4e-05,-0.02
8.6e-05,-0.96,8.6e-05,-0.04
8.8e-05,-0.96,8.8e-05,-0.02
9e-05,-0.96,9e-05,-0.04
9.2e-05,-0.96,9.2e-05,-0.02
9.4e-05,-0.96,9.4e-05,-0.02
9.6e-05,-0.96,9.6e-05,-0.02
9.8e-05,-0.96,9.8e-05,-0.04
0.0001,-1,0.0001,-0.04
0.000102,-1,0.000102,-0.04
0.000104,-1,0.000104,-0.04
0.000106,-1,0.000106,-0.02
0.000108,-1,0.000108,-0.02
0.00011,-1,0.00011,-0.04
0.000112,-0.96,0.000112,-0.04
0.000114,-0.96,0.000114,-0.02
0.000116,-0.96,0.000116,-0.04
0.000118,-0.96,0.000118,-0.02
0.00012,-0.96,0.00012,-0.04
0.000122,-1,0.000122,-0.02
0.000124,-1,0.000124,-0.04
0.000126,-1,0.000126,-0.04
0.000128,-0.96,0.000128,-0.02
0.00013,-0.96,0.00013,-0.04
0.000132,-1,0.000132,-0.02
0.000134,-0.96,0.000134,-0.02
0.000136,-0.96,0.000136,-0.02
0.000138,-1,0.000138,-0.02
0.00014,-1,0.00014,-0.04
0.000142,-0.96,0.000142,-0.02
0.000144,-0.96,0.000144,-0.02
0.000146,-1,0.000146,-0.04
0.000148,-1,0.000148,-0.02
0.00015,-0.96,0.00015,-0.04
0.000152,-0.96,0.000152,-0.04
0.000154,-1,0.000154,-0.04
0.000156,-0.96,0.000156,-0.04
0.000158,-0.96,0.000158,-0.04
0.00016,-0.96,0.00016,-0.04
0.000162,-0.96,0.000162,-0.04
0.000164,-1,0.000164,-0.02
0.000166,-0.96,0.000166,-0.02
0.000168,-1,0.000168,-0.04
0.00017,-0.96,0.00017,-0.02
0.000172,-0.96,0.000172,-0.04
0.000174,-0.96,0.000174,-0.04
0.000176,-1,0.000176,-0.04
0.000178,-0.96,0.000178,-0.04
0.00018,-1,0.00018,-0.02
0.000182,-0.96,0.000182,-0.02
0.000184,-0.96,0.000184,-0.04
0.000186,-0.96,0.000186,-0.04
0.000188,-1,0.000188,-0.02
0.00019,-0.96,0.00019,-0.04
0.000192,-0.96,0.000192,-0.02
0.000194,-0.96,0.000194,-0.04
0.000196,-0.96,0.000196,-0.04
0.000198,-0.96,0.000198,-0.04
0.0002,-0.96,0.0002,-0.04
0.000202,-0.96,0.000202,-0.02
0.000204,-0.96,0.000204,-0.04
0.000206,-0.96,0.000206,-0.02
0.000208,-0.96,0.000208,-0.02
0.00021,-0.96,0.00021,-0.02
0.000212,-1,0.000212,-0.04
0.000214,-0.96,0.000214,-0.02
0.000216,-0.96,0.000216,-0.04
0.000218,-1,0.000218,-0.04
0.00022,-1,0.00022,-0.04
0.000222,-1,0.000222,-0.02
0.000224,-0.96,0.000224,-0.02
0.000226,-1,0.000226,-0.04
0.000228,-0.96,0.000228,-0.02
0.00023,-0.96,0.00023,-0.04
0.000232,-0.96,0.000232,-0.02
0.000234,-0.96,0.000234,-0.04
0.000236,-0.96,0.000236,-0.04
0.000238,-1,0.000238,-0.02
0.00024,-0.96,0.00024,-0.04
0.000242,-1,0.000242,-0.04
0.000244,-0.96,0.000244,-0.04
0.000246,-1,0.000246,-0.04
0.000248,-0.96,0.000248,-0.02
0.00025,-0.96,0.00025,-0.02
0.000252,-0.96,0.000252,-0.02
0.000254,-0.96,0.000254,-0.04
0.000256,-0.96,0.000256,-0.04
0.000258,-0.96,0.000258,-0.04
0.00026,-0.96,0.00026,-0.02
0.000262,-0.96,0.000262,-0.04
0.000264,-0.96,0.000264,-0.06
0.000266,-0.96,0.000266,-0.04
0.000268,-0.96,0.000268,-0.02
0.00027,-1,0.00027,-0.02
0.000272,-0.96,0.000272,-0.04
0.000274,-1,0.000274,-0.02
0.000276,-0.96,0.000276,-0.02
0.000278,-0.96,0.000278,-0.04
0.00028,-1,0.00028,-0.02
0.000282,-0.96,0.000282,-0.04
0.000284,-0.96,0.000284,-0.04
0.000286,-1,0.000286,-0.02
0.000288,-1,0.000288,-0.02
0.00029,-0.96,0.00029,-0.04
0.000292,-0.96,0.000292,-0.04
0.000294,-0.96,0.000294,-0.02
0.000296,-0.96,0.000296,-0.04
0.000298,-1,0.000298,-0.02
0.0003,-1,0.0003,-0.06
0.000302,-0.96,0.000302,-0.04
0.000304,-1,0.000304,-0.04
0.000306,-1,0.000306,-0.04
0.000308,-0.96,0.000308,-0.04
0.00031,-0.96,0.00031,-0.02
0.000312,-0.96,0.000312,-0.02
0.000314,-0.96,0.000314,-0.04
0.000316,-1,0.000316,-0.02
0.000318,-0.96,0.000318,-0.04
0.00032,-1,0.00032,-0.02
0.000322,-1,0.000322,-0.04
0.000324,-0.96,0.000324,-0.04
0.000326,-0.96,0.000326,-0.04
0.000328,-0.96,0.000328,-0.02
0.00033,-0.96,0.00033,-0.02
0.000332,-0.96,0.000332,-0.04
0.000334,-0.96,0.000334,-0.04
0.000336,-0.96,0.000336,-0.04
0.000338,-0.96,0.000338,-0.04
0.00034,-1,0.00034,-0.02
0.000342,-0.96,0.000342,-0.04
0.000344,-0.96,0.000344,-0.04
0.000346,-1,0.000346,-0.04
0.000348,-1,0.000348,-0.06
0.00035,-0.96,0.00035,-0.04
0.000352,-0.96,0.000352,-0.06
0.000354,-1,0.000354,-0.02
0.000356,-1,0.000356,-0.02
0.000358,-1,0.000358,-0.02
0.00036,-1,0.00036,-0.02
0.000362,-1,0.000362,-0.04
0.000364,-1,0.000364,-0.02
0.000366,-0.96,0.000366,-0.02
0.000368,-1,0.000368,-0.06
0.00037,-0.96,0.00037,-0.04
0.000372,-1,0.000372,-0.02
0.000374,-0.96,0.000374,-0.04
0.000376,-1,0.000376,-0.04
0.000378,-1,0.000378,-0.02
0.00038,-1,0.00038,-0.04
0.000382,-0.96,0.000382,-0.02
0.000384,-0.96,0.000384,-0.04
0.000386,-1,0.000386,-0.04
0.000388,-0.96,0.000388,-0.02
0.00039,-0.96,0.00039,-0.06
0.000392,-1,0.000392,-0.02
0.000394,-0.96,0.000394,-0.04
0.000396,-0.96,0.000396,-0.02
0.000398,-0.96,0.000398,-0.04
0.0004,-1,0.0004,-0.02
0.000402,-0.96,0.000402,-0.04
0.000404,-1,0.000404,-0.06
0.000406,-0.96,0.000406,-0.04
0.000408,-1,0.000408,-0.02
0.00041,-1,0.00041,-0.04
0.000412,-1,0.000412,-0.04
0.000414,-0.96,0.000414,-0.04
0.000416,-0.96,0.000416,-0.04
0.000418,-0.96,0.000418,-0.04
0.00042,-0.96,0.00042,-0.02
0.000422,-0.96,0.000422,-0.04
0.000424,-0.96,0.000424,-0.02
0.000426,-0.96,0.000426,-0.04
0.000428,-1,0.000428,-0.04
0.00043,-0.96,0.00043,-0.04
0.000432,-1,0.000432,-0.02
0.000434,-0.96,0.000434,-0.02
0.000436,-1,0.000436,-0.06
0.000438,-1,0.000438,-0.04
0.00044,-0.96,0.00044,-0.02
0.000442,-1,0.000442,-0.02
0.000444,-0.96,0.000444,-0.04
0.000446,-0.96,0.000446,-0.04
0.000448,-0.96,0.000448,-0.02
0.00045,-1,0.00045,-0.02
0.000452,-0.96,0.000452,-0.04
0.000454,-1,0.000454,-0.02
0.000456,-0.96,0.000456,-0.04
0.000458,-1,0.000458,-0.04
0.00046,-0.96,0.00046,-0.02
0.000462,-1,0.000462,-0.04
0.000464,-0.96,0.000464,-0.02
0.000466,-0.96,0.000466,-0.02
0.000468,-0.96,0.000468,-0.04
0.00047,-1,0.00047,-0.02
0.000472,-1,0.000472,-0.04
0.000474,-0.96,0.000474,-0.04
0.000476,-0.96,0.000476,-0.02
0.000478,-1,0.000478,-0.02
0.00048,-1,0.00048,-0.02
0.000482,-1,0.000482,-0.04
0.000484,-1,0.000484,-0.02
0.000486,-1,0.000486,-0.04
0.000488,-0.96,0.000488,-0.04
0.00049,-1,0.00049,-0.04
0.000492,-0.96,0.000492,-0.04
0.000494,-1,0.000494,-0.02
0.000496,-0.96,0.000496,-0.04
0.000498,-0.96,0.000498,-0.04
0.0005,-0.96,0.0005,-0.02
0.000502,-0.96,0.000502,-0.02
0.000504,-0.96,0.000504,-0.04
0.000506,-0.96,0.000506,-0.04
0.000508,-0.96,0.000508,-0.02
0.00051,-0.96,0.00051,-0.02
0.000512,-0.96,0.000512,-0.04
0.000514,-1,0.000514,-0.04
0.000516,-0.96,0.000516,-0.04
0.000518,-0.96,0.000518,-0.02
0.00052,-0.96,0.00052,-0.04
0.000522,-0.96,0.000522,-0.04
0.000524,-1,0.000524,-0.04
0.000526,-0.96,0.000526,-0.04
0.000528,-0.96,0.000528,-0.04
0.00053,-0.96,0.00053,-0.02
0.000532,-0.96,0.000532,-0.04
0.000534,-0.96,0.000534,-0.02
0.000536,-0.96,0.000536,-0.02
0.000538,-1,0.000538,-0.04
0.00054,-0.96,0.00054,-0.06
0.000542,-0.96,0.000542,-0.02
0.000544,-1,0.000544,-0.06
0.000546,-0.96,0.000546,-0.04
0.000548,-1,0.000548,-0.04
0.00055,-1,0.00055,-0.02
0.000552,-1,0.000552,-0.04
0.000554,-1,0.000554,-0.04
0.000556,-1,0.000556,-0.04
0.000558,-0.96,0.000558,-0.04
0.00056,-0.96,0.00056,-0.04
0.000562,-0.96,0.000562,-0.04
0.000564,-1,0.000564,-0.06
0.000566,-1,0.000566,-0.04
0.000568,-1,0.000568,-0.02
0.00057,-0.96,0.00057,-0.02
0.000572,-0.96,0.000572,-0.04
0.000574,-1,0.000574,-0.02
0.000576,-0.96,0.000576,-0.04
0.000578,-1,0.000578,-0.04
0.00058,-0.96,0.00058,-0.04
0.000582,-0.96,0.000582,-0.02
0.000584,-0.96,0.000584,-0.04
0.000586,-1,0.000586,-0.06
0.000588,-0.96,0.000588,-0.02
0.00059,-0.96,0.00059,-0.04
0.000592,-1,0.000592,-0.06
0.000594,-0.96,0.000594,-0.04
0.000596,-0.96,0.000596,-0.02
0.000598,-1,0.000598,-0.02
0.0006,-0.96,0.0006,-0.04
0.000602,-0.96,0.000602,-0.06
0.000604,-1,0.000604,-0.02
0.000606,-1,0.000606,-0.04
0.000608,-0.96,0.000608,-0.04
0.00061,-0.96,0.00061,-0.04
0.000612,-1,0.000612,-0.06
0.000614,-0.96,0.000614,-0.06
0.000616,-1,0.000616,-0.04
0.000618,-1,0.000618,-0.02
0.00062,-1,0.00062,-0.02
0.000622,-1,0.000622,-0.04
0.000624,-0.96,0.000624,-0.04
0.000626,-0.96,0.000626,-0.04
0.000628,-0.96,0.000628,-0.04
0.00063,-0.96,0.00063,-0.04
0.000632,-0.96,0.000632,-0.04
0.000634,-1,0.000634,-0.02
0.000636,-1,0.000636,-0.02
0.000638,-1,0.000638,-0.04
0.00064,-1,0.00064,-0.02
0.000642,-1,0.000642,-0.04
0.000644,-0.96,0.000644,-0.02
0.000646,-1,0.000646,-0.04
0.000648,-1,0.000648,-0.02
0.00065,-1,0.00065,-0.02
0.000652,-0.96,0.000652,-0.02
0.000654,-0.96,0.000654,-0.02
0.000656,-0.96,0.000656,-0.04
0.000658,-1,0.000658,-0.02
0.00066,-1,0.00066,-0.04
0.000662,-0.96,0.000662,-0.04
0.000664,-0.96,0.000664,-0.04
0.000666,-1,0.000666,-0.04
0.000668,-0.96,0.000668,-0.06
0.00067,-1,0.00067,-0.04
0.000672,-1,0.000672,-0.04
0.000674,-0.96,0.000674,-0.06
0.000676,-1,0.000676,-0.02
0.000678,-1,0.000678,-0.04
0.00068,-0.96,0.00068,-0.02
0.000682,-0.96,0.000682,-0.02
0.000684,-1,0.000684,-0.04
0.000686,-0.96,0.000686,-0.02
0.000688,-1,0.000688,-0.02
0.00069,-1,0.00069,-0.02
0.000692,-0.96,0.000692,-0.04
0.000694,-0.96,0.000694,-0.02
0.000696,-0.96,0.000696,-0.06
0.000698,-1,0.000698,-0.04
0.0007,-1,0.0007,-0.04
0.000702,-0.96,0.000702,-0.04
0.000704,-1,0.000704,-0.02
0.000706,-0.96,0.000706,-0.04
0.000708,-0.96,0.000708,-0.04
0.00071,-0.96,0.00071,-0.02
0.000712,-0.96,0.000712,-0.02
0.000714,-0.96,0.000714,-0.04
0.000716,-0.96,0.000716,-0.06
0.000718,-1,0.000718,-0.02
0.00072,-1,0.00072,-0.02
0.000722,-1,0.000722,-0.04
0.000724,-1,0.000724,-0.04
0.000726,-0.96,0.000726,-0.04
0.000728,-0.96,0.000728,-0.02
0.00073,-0.96,0.00073,-0.04
0.000732,-0.96,0.000732,-0.04
0.000734,-0.96,0.000734,-0.04
0.000736,-0.96,0.000736,-0.02
0.000738,-1,0.000738,-0.04
0.00074,-0.96,0.00074,-0.04
0.000742,-1,0.000742,-0.02
0.000744,-1,0.000744,-0.02
0.000746,-1,0.000746,-0.04
0.000748,-0.96,0.000748,-0.04
0.00075,-0.96,0.00075,-0.04
0.000752,-0.96,0.000752,-0.04
0.000754,-0.96,0.000754,-0.02
0.000756,-0.96,0.000756,-0.04
0.000758,-0.96,0.000758,-0.04
0.00076,-1,0.00076,-0.04
0.000762,-1,0.000762,-0.04
0.000764,-0.96,0.000764,-0.04
0.000766,-0.96,0.000766,-0.04
0.000768,-0.96,0.000768,-0.04
0.00077,-1,0.00077,-0.02
0.000772,-0.96,0.000772,-0.04
0.000774,-0.96,0.000774,-0.04
0.000776,-0.96,0.000776,-0.02
0.000778,-0.96,0.000778,-0.04
0.00078,-1,0.00078,-0.04
0.000782,-1,0.000782,-0.02
0.000784,-1,0.000784,-0.04
0.000786,-0.96,0.000786,-0.04
0.000788,-0.96,0.000788,-0.02
0.00079,-0.96,0.00079,-0.02
0.000792,-1,0.000792,-0.04
0.000794,-1,0.000794,-0.06
0.000796,-0.96,0.000796,-0.02
0.000798,-0.96,0.000798,-0.04
0.0008,-0.96,0.0008,-0.04
0.000802,-0.96,0.000802,-0.02
0.000804,-1,0.000804,-0.04
0.000806,-0.96,0.000806,-0.04
0.000808,-0.96,0.000808,-0.02
0.00081,-1,0.00081,-0.04
0.000812,-1,0.000812,-0.04
0.000814,-0.96,0.000814,-0.02
0.000816,-0.96,0.000816,-0.06
0.000818,-1,0.000818,-0.02
0.00082,-0.96,0.00082,-0.04
0.000822,-0.96,0.000822,-0.04
0.000824,-0.96,0.000824,-0.04
0.000826,-0.96,0.000826,-0.02
0.000828,-1,0.000828,-0.02
0.00083,-0.96,0.00083,-0.04
0.000832,-0.96,0.000832,-0.04
0.000834,-1,0.000834,-0.04
0.000836,-0.96,0.000836,-0.02
0.000838,-0.96,0.000838,-0.04
0.00084,-1,0.00084,-0.06
0.000842,-0.96,0.000842,-0.04
0.000844,-1,0.000844,-0.06
0.000846,-1,0.000846,-0.02
0.000848,-0.96,0.000848,-0.04
0.00085,-0.96,0.00085,-0.02
0.000852,-1,0.000852,-0.02
0.000854,-1,0.000854,-0.04
0.000856,-0.96,0.000856,-0.02
0.000858,-0.96,0.000858,-0.06
0.00086,-0.96,0.00086,-0.04
0.000862,-0.96,0.000862,-0.04
0.000864,-0.96,0.000864,-0.02
0.000866,-0.96,0.000866,-0.04
0.000868,-0.96,0.000868,-0.02
0.00087,-0.96,0.00087,-0.04
0.000872,-0.96,0.000872,-0.04
0.000874,-0.96,0.000874,-0.02
0.000876,-1,0.000876,-0.02
0.000878,-0.96,0.000878,-0.02
0.00088,-1,0.00088,-0.04
0.000882,-0.96,0.000882,-0.02
0.000884,-0.96,0.000884,-0.06
0.000886,-0.96,0.000886,-0.02
0.000888,-1,0.000888,-0.04
0.00089,-0.96,0.00089,-0.02
0.000892,-1,0.000892,-0.04
0.000894,-0.96,0.000894,-0.06
0.000896,-1,0.000896,-0.04
0.000898,-0.96,0.000898,-0.02
0.0009,-0.96,0.0009,-0.02
0.000902,-1,0.000902,-0.04
0.000904,-0.92,0.000904,-0.04
0.000906,-0.96,0.000906,-0.04
0.000908,-0.96,0.000908,-0.04
0.00091,-0.96,0.00091,-0.04
0.000912,-1,0.000912,-0.04
0.000914,-1,0.000914,-0.04
0.000916,-0.96,0.000916,-0.04
0.000918,-0.96,0.000918,-0.04
0.00092,-0.96,0.00092,-0.04
0.000922,-0.96,0.000922,-0.02
0.000924,-1,0.000924,-0.04
0.000926,-0.96,0.000926,-0.04
0.000928,-1,0.000928,-0.04
0.00093,-0.96,0.00093,-0.06
0.000932,-1,0.000932,-0.04
0.000934,-1,0.000934,-0.02
0.000936,-0.96,0.000936,-0.04
0.000938,-0.96,0.000938,-0.04
0.00094,-0.96,0.00094,-0.04
0.000942,-0.96,0.000942,-0.04
0.000944,-0.96,0.000944,-0.04
0.000946,-0.96,0.000946,-0.04
0.000948,-0.96,0.000948,-0.04
0.00095,-0.96,0.00095,-0.04
0.000952,-0.96,0.000952,-0.04
0.000954,-0.96,0.000954,-0.04
0.000956,-0.96,0.000956,-0.04
0.000958,-0.96,0.000958,-0.04
0.00096,-1,0.00096,-0.02
0.000962,-0.96,0.000962,-0.02
0.000964,-0.96,0.000964,-0.04
0.000966,-0.96,0.000966,-0.04
0.000968,-0.96,0.000968,-0.02
0.00097,-0.96,0.00097,-0.02
0.000972,-1,0.000972,-0.04
0.000974,-0.96,0.000974,-0.04
0.000976,-1,0.000976,-0.04
0.000978,-0.96,0.000978,-0.04
0.00098,-0.96,0.00098,-0.04
0.000982,-0.96,0.000982,-0.04
0.000984,-0.96,0.000984,-0.04
0.000986,-1,0.000986,-0.04
0.000988,-0.96,0.000988,-0.02
0.00099,-1,0.00099,-0.04
0.000992,-0.96,0.000992,-0.04
0.000994,-1,0.000994,-0.06
0.000996,-1,0.000996,-0.02
0.000998,-1,0.000998,-0.04
0.001,-1,0.001,-0.04
0.001002,-0.96,0.001002,-0.04
0.001004,-1,0.001004,-0.02
0.001006,-0.96,0.001006,-0.04
0.001008,-0.96,0.001008,-0.02
0.00101,-0.96,0.00101,-0.02
0.001012,-0.96,0.001012,-0.04
0.001014,-0.96,0.001014,-0.02
0.001016,-1,0.001016,-0.04
0.001018,-1,0.001018,-0.04
0.00102,-1,0.00102,-0.02
0.001022,-0.96,0.001022,-0.02
0.001024,-0.96,0.001024,-0.04
0.001026,-1,0.001026,-0.02
0.001028,-0.96,0.001028,-0.02
0.00103,-1,0.00103,-0.04
0.001032,-1,0.001032,-0.02
0.001034,-1,0.001034,-0.02
0.001036,-1,0.001036,-0.04
0.001038,-1,0.001038,-0.02
0.00104,-0.96,0.00104,-0.02
0.001042,-0.96,0.001042,-0.04
0.001044,-0.96,0.001044,-0.04
0.001046,-1,0.001046,-0.04
0.001048,-1,0.001048,-0.02
0.00105,-1,0.00105,-0.02
0.001052,-0.96,0.001052,-0.04
0.001054,-1,0.001054,-0.04
0.001056,-1,0.001056,-0.04
0.001058,-0.96,0.001058,-0.02
0.00106,-0.96,0.00106,-0.04
0.001062,-0.96,0.001062,-0.02
0.001064,-1,0.001064,-0.04
0.001066,-1,0.001066,-0.02
0.001068,-1,0.001068,-0.02
0.00107,-0.96,0.00107,-0.04
0.001072,-0.96,0.001072,-0.04
0.001074,-0.96,0.001074,-0.04
0.001076,-1,0.001076,-0.04
0.001078,-1,0.001078,-0.04
0.00108,-0.96,0.00108,-0.06
0.001082,-1,0.001082,-0.04
0.001084,-0.96,0.001084,-0.04
0.001086,-1,0.001086,-0.04
0.001088,-0.96,0.001088,-0.04
0.00109,-0.96,0.00109,-0.02
0.001092,-0.96,0.001092,-0.06
0.001094,-0.96,0.001094,-0.02
0.001096,-1,0.001096,-0.04
0.001098,-0.96,0.001098,-0.02
0.0011,-0.96,0.0011,-0.04
0.001102,-0.96,0.001102,-0.04
0.001104,-0.96,0.001104,-0.02
0.001106,-0.96,0.001106,-0.02
0.001108,-0.96,0.001108,-0.02
0.00111,-0.96,0.00111,-0.02
0.001112,-0.96,0.001112,-0.02
0.001114,-0.96,0.001114,-0.02
0.001116,-0.96,0.001116,-0.02
0.001118,-0.96,0.001118,-0.04
0.00112,-1,0.00112,-0.02
0.001122,-1,0.001122,-0.02
0.001124,-0.96,0.001124,-0.04
0.001126,-0.96,0.001126,-0.02
0.001128,-0.96,0.001128,-0.02
0.00113,-0.96,0.00113,-0.04
0.001132,-0.96,0.001132,-0.04
0.001134,-1,0.001134,-0.04
0.001136,-0.96,0.001136,-0.04
0.001138,-1,0.001138,-0.04
0.00114,-0.96,0.00114,-0.04
0.001142,-0.96,0.001142,-0.04
0.001144,-1,0.001144,-0.04
0.001146,-0.96,0.001146,-0.04
0.001148,-0.96,0.001148,-0.04
0.00115,-1,0.00115,-0.02
0.001152,-0.96,0.001152,-0.04
0.001154,-0.96,0.001154,-0.02
0.001156,-0.96,0.001156,-0.04
0.001158,-0.96,0.001158,-0.04
0.00116,-1,0.00116,-0.02
0.001162,-0.96,0.001162,-0.04
0.001164,-1,0.001164,-0.02
0.001166,-0.96,0.001166,-0.02
0.001168,-0.96,0.001168,-0.02
0.00117,-1,0.00117,-0.02
0.001172,-0.96,0.001172,-0.02
0.001174,-1,0.001174,-0.04
0.001176,-0.96,0.001176,-0.04
0.001178,-1,0.001178,-0.04
0.00118,-0.96,0.00118,-0.02
0.001182,-1,0.001182,-0.02
0.001184,-1,0.001184,-0.02
0.001186,-1,0.001186,-0.02
0.001188,-0.96,0.001188,-0.02
0.00119,-0.96,0.00119,-0.02
0.001192,-1,0.001192,-0.02
0.001194,-0.96,0.001194,-0.02
0.001196,-1,0.001196,-0.02
0.001198,-1,0.001198,-0.04
0.0012,-1,0.0012,-0.04
0.001202,-1,0.001202,-0.04
0.001204,-1,0.001204,-0.04
0.001206,-0.96,0.001206,-0.02
0.001208,-0.96,0.001208,-0.04
0.00121,-0.96,0.00121,-0.04
0.001212,-1,0.001212,-0.04
0.001214,-0.96,0.001214,-0.02
0.001216,-1,0.001216,-0.04
0.001218,-0.96,0.001218,-0.04
0.00122,-0.96,0.00122,-0.04
0.001222,-0.96,0.001222,-0.04
0.001224,-0.96,0.001224,-0.02
0.001226,-0.96,0.001226,-0.04
0.001228,-0.96,0.001228,-0.04
0.00123,-0.96,0.00123,-0.04
0.001232,-0.96,0.001232,-0.02
0.001234,-0.96,0.001234,-0.06
